filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v.adv,h2o_v.adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,Tair,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,Ustar,TKE,L,X.z.d..L,bowen_ratio,T.,model,x_peak,x_offset,x_10.,x_30.,x_50.,x_70.,x_90.,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,chopper_LI.7500,detector_LI.7500,pll_LI.7500,sync_LI.7500,mean_value_RSSI_LI.7500,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w.ts_cov,w.co2_cov,w.h2o_cov,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,co2_signal_strength_7500_mean,Rg
2024-06-19T050000_smart3-01181.ghg,19-06-24,05:30,171.2291,0,18000,18000,-0.0612,0,-11.2299,0,2.69565,2,6.67671,0,0.0615,2,0.0138,2.59553,-0.0149,0.0592,3.42E-11,2.59E-12,17.846,450.018,465.857,0,0,1348.33,34.0004,35.1972,0,0,306.663,301.323,99347,1.13386,1024.82,0.0252,0.00398,0.0243,3378.75,3807.31,0.0214,88.7436,428.567,299.246,1.69523,0.55154,0.0095,1.78272,-6.43E-14,1.92E-15,1.78272,4.77936,202.412,18.0222,0.305303,0,0.232409,0.497809,97.4948,0.0239,-4.16594,0.0416,0,22.5835,-3.42714,7.75219,19.304,29.4399,41.2899,61.8597,-0.0606,1.01077,-10.8306,1.02246,4.11361,1.09398,6.60103,1.09398,0.0938,1.09398,800000099,800000099,800000099,800000099,800000099,800000199,899999999,899999999,80000,80000,89,89,6,7,5,32,10,2,0,0,0,0,93,0.439763,0.425752,0.130102,0.00987,0.0027,137.837,-0.00932,0.0066,0.0938,12.2527,450.017,34.0005,26.0174,97.0722,63.5995
2024-06-19T053000_smart3-01181.ghg,19-06-24,06:00,171.2499,1,18000,18000,-0.0668,0,-2.48636,0,18.0705,0,4.75091,0,0.412229,0,0.597786,2.41487,-0.110277,0.0551,2.52E-11,1.96E-12,17.7692,448.354,464.534,0.1,0,1380.45,34.8317,36.0887,0.1,0,306.971,301.632,99388,1.13281,1025.31,0.0252,0.0267,0.0249,3462.78,3876.24,0.022,89.3333,413.466,299.662,1.56137,0.317262,0.00432,1.59328,-3.78E-14,1.42E-15,1.59328,4.27531,208.523,11.4859,0.155437,0,0.242808,0.382644,502.371,0.00464,-0.137593,0.00882,0,26.7366,-4.05738,9.17781,22.854,34.8539,48.883,73.2357,-0.0661,1.0098,-1.36403,1.01976,16.5104,1.08237,4.33507,1.08237,0.37664,1.08237,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,80000,80000,89,89,1,15,2,15,9,8,0,0,0,0,93,0.386146,0.286026,0.0931,0.00815,0.00159,45.8097,-0.00117,0.00434,0.37664,12.2416,448.354,34.8317,26.4336,97.0731,201.106
2024-06-19T060000_smart3-01181.ghg,19-06-24,06:30,171.2707,1,18000,18000,-0.0494,0,-0.534157,1,14.7738,0,3.51208,0,0.337115,0,0.530049,1.18385,-0.0144,0.027,2.44E-11,1.91E-12,17.751,448.137,464.505,0,0,1395.86,35.2395,36.5267,0,0,307.178,301.906,99424.7,1.13202,1025.56,0.0252,0.0218,0.0252,3504.62,3938.3,0.0222,88.9881,433.682,299.866,1.17002,0.46799,0.00942,1.26017,-2.41E-15,1.37E-15,1.26017,3.96302,197.402,21.8007,0.428293,0,0.208881,0.241695,1489.28,0.00156,-0.0362,0.0022,0,27.329,-4.14728,9.38115,23.3604,35.6261,49.9661,74.8583,-0.0488,1.01207,0.365021,1.01933,13.3949,1.07103,3.16335,1.07103,0.305651,1.07103,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,80000,80000,89,89,10,10,2,9,10,4,0,0,0,0,93,0.249521,0.168632,0.0652,0.00289,0.00163,26.8723,0.000314,0.00316,0.305651,12.26,448.136,35.2395,26.6375,97.0949,348.287
2024-06-19T063000_smart3-01181.ghg,19-06-24,07:00,171.2916,1,18000,18000,-0.0214,0,-0.545965,1,14.8455,0,2.89326,0,0.338784,0,0.202277,0.61859,-0.014,0.0141,-2.46E-11,-1.95E-12,17.7443,447.925,464.389,0,0,1404.43,35.4526,36.7557,0,0,307.266,302.011,99468.4,1.13203,1025.68,0.0252,0.022,0.0253,3527.36,3962.2,0.0224,89.0252,434.844,299.976,1.16397,0.693772,-0.017,1.35515,-3.08E-14,-1.39E-15,1.35515,3.50407,188.643,30.7966,-0.718654,0,0.137351,0.231782,414.418,0.00562,-0.0368,0.00342,0,0,0,0,0,0,0,0,-0.0211,1.0118,0.357138,1.01944,13.4442,1.0722,2.58264,1.0722,0.306806,1.0722,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,80000,80000,89,89,5,2,0,12,6,4,0,0,0,0,93,0.199382,0.196317,0.0679,0.00253,0.00203,17.5921,0.000308,0.00258,0.306806,12.2641,447.925,35.4526,26.7474,97.1017,492.949
2024-06-19T070000_smart3-01181.ghg,19-06-24,07:30,171.3124,1,18000,18000,-0.0448,0,6.19109,0,27.5937,0,2.23779,0,0.629947,0,0.755773,0.690401,-0.150412,0.0158,4.43E-11,3.55E-12,17.634,445.652,462.146,0.1,0,1412.25,35.6908,37.0118,0.1,0,307.5,302.402,99482.9,1.13063,1025.83,0.0253,0.0408,0.0254,3551.58,4052.74,0.0225,87.6341,501.159,300.092,1.30742,0.128552,0.00655,1.31374,3.11E-15,2.51E-15,1.31374,4.12135,213.688,5.61555,0.285483,0,0.199118,0.349005,-111.362,-0.0209,0.224366,-0.0268,0,0,0,0,0,0,0,0,-0.0443,1.01191,7.73799,1.01938,23.81,1.07168,1.53566,1.07168,0.543569,1.07168,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,80000,80000,89,89,2,3,2,24,5,8,0,0,0,0,93,0.348747,0.268,0.0813,0.0191,0.00145,34.0095,0.00667,0.00154,0.543569,12.27,445.652,35.6908,26.8636,97.1354,632.619
2024-06-19T073000_smart3-01181.ghg,19-06-24,08:00,171.3332,1,18000,18000,-0.0532,0,16.6989,0,45.6682,0,0.115169,2,1.04303,0,0.863027,0.699293,-0.162411,0.016,1.15E-10,9.36E-12,17.5146,443.194,459.713,0,0,1420.01,35.9325,37.2717,0,0,307.868,302.849,99504.1,1.1291,1025.98,0.0253,0.0676,0.0256,3576.39,4158.45,0.0227,86.003,582.058,300.211,1.62879,0.464468,-0.0114,1.69376,1.83E-14,6.59E-15,1.69376,4.47022,203.495,15.9161,-0.383955,0,0.217137,0.465792,-53.5516,-0.0435,0.365657,-0.0664,0,22.7347,-3.45007,7.80407,19.4332,29.6369,41.5662,62.2738,-0.0526,1.01125,19.118,1.02017,38.1334,1.07695,-1.09648,1.07695,0.870941,1.07695,800000099,800000099,800000099,800000099,800000099,800011099,899999999,899999999,80000,80000,89,89,1,5,0,17,25,4,0,0,0,0,93,0.402229,0.417667,0.111688,0.0357,0.00376,77.1629,0.0165,-0.0011,0.870941,12.2476,443.194,35.9326,26.982,97.1725,764.905
2024-06-19T080000_smart3-01181.ghg,19-06-24,08:30,171.3541,1,18000,18000,-0.0946,0,41.9498,0,89.4476,0,-4.87016,0,2.04453,0,1.55215,1.31184,-0.333997,0.03,-2.16E-10,-1.79E-11,17.274,438.128,454.673,0,0,1434.63,36.3873,37.7613,0,0,308.581,303.654,99536.1,1.12627,1026.26,0.0254,0.132486,0.0259,3622.82,4355.05,0.023,83.1865,732.237,300.43,1.72236,0.508985,-0.0047,1.796,-5.44E-15,-1.25E-14,1.796,5.1673,203.351,16.4633,-0.149857,0,0.289781,0.560054,-50.6853,-0.046,0.468987,-0.125245,0,26.9115,-4.08393,9.23786,23.0036,35.0819,49.2029,73.7149,-0.0935,1.01118,46.5064,1.02047,72.9624,1.07851,-7.26073,1.07851,1.66772,1.07851,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,80000,80000,89,89,4,1,2,20,6,1,0,0,0,0,93,0.595494,0.394131,0.130483,0.0825,0.0053,146.748,0.0402,-0.00726,1.66772,12.2432,438.128,36.3873,27.2015,97.2205,887.544
2024-06-19T083000_smart3-01181.ghg,19-06-24,09:00,171.3749,1,18000,18000,-0.0886,0,94.0054,0,119.934,0,-10.2787,0,2.74438,0,2.16156,0.663223,-0.250406,0.0152,7.87E-11,6.64E-12,17.0599,434.316,450.825,0,0,1438.36,36.6183,38.0102,0,0,309.538,304.78,99533,1.12197,1026.41,0.0255,0.177836,0.0259,3645.71,4643.38,0.0231,78.5142,997.668,300.538,2.08748,0.257303,-0.0207,2.10338,-3.96E-14,4.61E-15,2.10338,4.60974,213.083,7.02685,-0.563987,0,0.280987,0.760258,-20.6216,-0.112988,0.78381,-0.290512,0,22.8274,-3.46415,7.83591,19.5125,29.7578,41.7358,62.5278,-0.0876,1.01116,99.2791,1.02155,91.1039,1.08344,-14.8047,1.08344,2.08468,1.08344,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,80000,80000,89,89,1,19,2,16,12,10,0,0,0,0,93,0.586986,0.748395,0.185135,0.300297,0.0112,184.452,0.0862,-0.0148,2.08468,12.28,434.314,36.6185,27.3088,97.2581,998.438
2024-06-19T090000_smart3-01181.ghg,19-06-24,09:30,171.3957,1,18000,18000,-0.0949,0,80.0723,0,116.932,0,-9.9792,0,2.67775,0,1.50403,-1.49642,-0.0891,-0.0343,-1.54E-11,-1.28E-12,16.9619,432.956,449.169,0,0,1414.11,36.0952,37.4469,0,0,310.236,305.566,99528.4,1.11926,1026.12,0.0255,0.173518,0.0255,3593.47,4854.22,0.0228,74.0276,1260.76,300.292,2.2423,0.464796,-0.0119,2.29,-2.56E-14,-9.06E-16,2.29,5.4988,208.763,11.7107,-0.296804,0,0.291207,0.703406,-26.9459,-0.0865,0.684775,-0.239415,0,23.6631,-3.59097,8.12278,20.2269,30.8473,43.2637,64.817,-0.0939,1.01125,85.3984,1.0223,90.7641,1.08657,-13.8131,1.08657,2.0785,1.08657,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,80000,80000,89,89,1,1,0,33,16,13,0,0,0,0,93,0.662996,0.562063,0.181754,0.20137,0.00948,252.749,0.0744,-0.0138,2.0785,12.2759,432.954,36.0951,27.0624,97.2976,1095.69
2024-06-19T093000_smart3-01181.ghg,19-06-24,10:00,171.4165,1,18000,18000,-0.115219,0,78.7715,0,207.082,0,-11.8563,0,4.7475,0,2.17884,-1.73309,-0.17619,-0.0397,1.52E-10,1.25E-11,16.7914,430.256,446.086,0,0,1384.91,35.4864,36.792,0,0,311.233,306.709,99516.6,1.11522,1025.79,0.0256,0.307638,0.025,3532.44,5175.69,0.0224,68.2505,1643.26,300,2.01083,0.500556,-0.00303,2.07219,2.24E-14,9.05E-15,2.07219,5.24295,206.655,13.9786,-0.0839,0,0.321427,0.808003,-36.8272,-0.0633,0.380387,-0.214225,0,25.7271,-3.90419,8.83128,21.9911,33.5379,47.0373,70.4705,-0.113948,1.01115,89.7065,1.02143,171.914,1.08293,-16.316,1.08293,3.94125,1.08293,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,80000,80000,89,89,1,13,2,23,11,3,0,0,0,0,93,0.774929,0.661418,0.179658,0.272384,0.0114,1473.06,0.0784,-0.0163,3.94125,12.27,430.255,35.4857,26.7661,97.3072,1177.63
2024-06-19T100000_smart3-01181.ghg,19-06-24,10:30,171.4374,1,18000,18000,-0.0732,0,83.608,0,148.349,0,-8.44075,0,3.40434,0,1.8979,-4.94556,0.0396,-0.113491,-6.84E-11,-5.36E-12,16.7599,430.865,445.91,0,0,1312.49,33.7417,34.9199,0,0,311.911,307.708,99512.8,1.1123,1024.79,0.0257,0.220601,0.0237,3358.63,5471.69,0.0213,61.382,2113.06,299.145,1.52091,-0.356939,0.0193,1.56235,9.09E-14,-4.08E-15,1.56235,4.99526,237.291,346.792,0.708665,0,0.256556,0.876302,-17.6379,-0.132102,0.563588,-0.285896,0,24.5677,-3.72824,8.4333,21.0001,32.0265,44.9176,67.2947,-0.0724,1.01139,91.1044,1.01983,120.658,1.07502,-12.9327,1.07502,2.76888,1.07502,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,80000,80000,89,89,1,4,1,26,19,7,0,0,0,0,93,0.547552,1.07661,0.128443,0.224784,0.00971,809.178,0.0799,-0.0129,2.76888,12.27,430.865,33.7416,25.9135,97.3216,1242.87
2024-06-19T103000_smart3-01181.ghg,19-06-24,11:00,171.4582,1,18000,18000,-0.0284,0,43.0842,0,109.377,0,-6.13889,0,2.5106,0,0.459124,-0.0125,-0.0751,-0.000287,-1.77E-11,-1.39E-12,16.6977,429.709,444.712,0.1,0,1310.97,33.7372,34.9152,0.1,0,312.114,307.95,99488.3,1.11115,1024.8,0.0257,0.162687,0.0236,3357.36,5545.53,0.0213,60.5417,2188.17,299.138,0.998114,-0.266322,0.00769,1.03306,2.70E-14,-1.06E-15,1.03306,3.57179,233.468,345.06,0.426274,0,0.159771,0.292912,-8.26517,-0.281906,0.393905,-0.236815,0,0,0,0,0,0,0,0,-0.028,1.01307,49.0277,1.01935,92.3318,1.06864,-8.67412,1.06864,2.11934,1.06864,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,80000,80000,89,89,0,1,0,24,19,13,0,0,0,0,93,0.208446,0.302162,0.0752,0.116683,0.00793,483.873,0.0431,-0.00867,2.11934,12.27,429.709,33.7372,25.9087,97.3509,1290.28
2024-06-19T110000_smart3-01181.ghg,19-06-24,11:30,171.479,1,18000,18000,-0.0324,0,28.1799,0,109.395,0,-4.91423,0,2.51181,0,0.613282,-5.60142,0.1,-0.128613,-1.62E-11,-1.19E-12,16.7359,431.25,445.393,0.1,0,1232.36,31.7554,32.7969,0.1,0,312.312,308.274,99464.5,1.11056,1023.66,0.0258,0.162765,0.0222,3159.38,5645.68,0.02,55.961,2486.3,298.115,1.04859,-0.210794,0.00833,1.0696,1.56E-14,-9.68E-16,1.0696,4.64818,234.366,348.634,0.446278,0,0.170843,0.352804,-15.4418,-0.150889,0.257598,-0.145092,0,0,0,0,0,0,0,0,-0.032,1.01287,34.409,1.01932,95.0491,1.06897,-6.86956,1.06897,2.18241,1.06897,800000099,800000099,800000099,800000099,800000099,810010099,899999999,899999999,80000,80000,89,89,2,2,2,29,12,9,0,0,0,0,93,0.26776,0.366323,0.0715,0.0731,0.00741,1290.7,0.0303,-0.00687,2.18241,12.27,431.249,31.7555,24.8822,97.3558,1319.06
